WARB_F01: -614.0641><714.6154><-1061.318><857.2502><1><Salination><48><35
Connection: WARB_G23,WARB_G30,24,25,7,3,1,3
Connection: WARB_G23,WARB_G24,27,5,28,19,3,1
Connection: WARB_G24,WARB_G25,38,4,15,13,3,1
Connection: WARB_G25,WARB_G26,40,25,12,11,0,2
Connection: WARB_G26,WARB_G27,24,69,33,10,1,3
Connection: WARB_G26,WARB_J04,44,32,8,16,0,2
Connection: WARB_G27,WARB_G30,9,15,42,23,2,0
Connection: WARB_G30,WARB_placeholder7,20,31,23,13,1,3
Connection: WARB_G30,WARB_placeholder8,32,31,23,13,1,3
Connection: WARB_G30,WARB_S31,39,7,23,24,3,1
Connection: WARB_H13,WARB_placeholder3,4,64,26,16,2,0
Connection: WARB_H13,WARB_placeholder4,8,15,26,16,2,0
Connection: WARB_J01,WARB_J04,60,98,91,16,2,0
Connection: WARB_J01,WARB_J05,14,50,36,17,2,0
Connection: WARB_J01,WARB_J02,116,50,41,18,2,0
Connection: WARB_J01,WARB_J03,137,50,7,12,0,2
Connection: WARB_J01,WARB_J06,62,4,24,106,3,1
Connection: WARB_J03,GATE_WARB_WRFB,40,11,2,11,0,2
Connection: WARB_J06,WARB_J08,32,30,24,13,1,3
Connection: WARB_J06,WARB_J07,24,7,24,27,3,1

SpawnMigrationStream: stream1,335^912,-613^698,331^859,-555^725,None,1,50,45,WARB_F01
SpawnMigrationStreamMidpoint: stream1,0,243^820^-9.634003^68^40
SpawnMigrationStreamMidpoint: stream1,1,166^703^-25.583^45^78
SpawnMigrationStreamMidpoint: stream1,2,-41^702^-17.85123^71^92
SpawnMigrationStreamMidpoint: stream1,3,-466^690^-1.037277^69^155

SpawnMigrationStream: stream2,28^448,-459^413,-51^467,-529^443,None,01,50,45,WARB_F18
SpawnMigrationStreamMidpoint: stream2,0,-256^463^-19.27383^78^36
SpawnMigrationStreamMidpoint: stream2,1,-231^335^188.7558^62^54
SpawnMigrationStreamMidpoint: stream2,2,-241^175^-1.843544^38^59
SpawnMigrationStreamMidpoint: stream2,3,-352^212^1.720261^37^77
SpawnMigrationStreamMidpoint: stream2,4,-513^286^83.64015^84^117

SpawnMigrationStream: stream3,-579^-228,747^-364,-522^-231,614^-357,None,02,50,45,WARB_J01
SpawnMigrationStreamMidpoint: stream3,0,-59^-226^177.2527^235^28
SpawnMigrationStreamMidpoint: stream3,1,134^-201^89.35706^65^113
SpawnMigrationStreamMidpoint: stream3,2,205^-73^186.3405^87^76
SpawnMigrationStreamMidpoint: stream3,3,313^-126^183.7485^82^74
SpawnMigrationStreamMidpoint: stream3,4,379^-366^181.3222^64^149

SpawnMigrationStream: stream4,715^-366,801^-481,748^-364,782^-479,None,1,50,45,WARB_J01
SpawnMigrationStreamMidpoint: stream4,0,781^-400^-88.21565^34^37
